SCRIP,NAME,SECTOR
540519,Meera Industries Ltd.,Textile - Machinery
ZOTA,Zota Health Care Ltd.,Pharmaceuticals &amp; Drugs
540545,Bhakti Gems &amp; Jewellery Ltd.,Diamond  &amp;  Jewellery
CAPACITE,Capacit'e Infraprojects Ltd.,Construction - Real Estate
540481,Classic Leasing &amp; Finance Ltd.,Finance - NBFC
540615,7NR Retail Ltd.,Trading
540590,Riddhi Corporate Services Ltd.,BPO-ITeS
540515,Kanungo Financiers Ltd.,Finance - Investment
SRIRAM,Shri Ram Switchgears Ltd.,Electric Equipment
VSCL,Vadivarhe Speciality Chemicals Ltd.,Chemicals
540614,GG Engineering Ltd.,Electric Equipment
540727,Poojawestern Metaliks Ltd.,Metal - Non Ferrous
AUBANK,AU Small Finance Bank Ltd.,Bank - Private
540651,Jigar Cables Ltd.,Cable
SPTL,Sintex Plastics Technology Ltd.,Plastic Products
540681,Chothani Foods Ltd.,Consumer Food
ACCORD,Accord Synergy Ltd.,Telecommunication - Service  Provider
540729,Vanta Bioscience Ltd.,Miscellaneous
ASTRON,Astron Paper &amp; Board Mill Ltd.,Paper &amp; Paper Products
ACEINTEG,ACE Integrated Solutions Ltd.,BPO-ITeS
540697,A&amp;M Febcon Ltd.,Engineering - Industrial Equipments
TRANSWIND,Transwind Infrastructures Ltd.,Engineering - Construction
SHRENIK,Shrenik Ltd.,Trading
UNIVASTU,Univastu India Ltd.,Engineering - Construction
540698,Nouritrans Exim Ltd.,Trading
KEERTI,Keerti Knowledge And Skills Ltd.,IT - Education
SHANTI,Shanti Overseas (India) Ltd.,Solvent  Extraction
540715,Sagar Diamonds Ltd.,Diamond  &amp;  Jewellery
540693,Shish Industries Ltd.,Plastic Products
540730,Mehai Technology Ltd.,Electric Equipment
TOTAL,Total Transport Systems Ltd.,Logistics
540811,Diggi Multitrade Ltd.,Trading
WEWIN,We Win Ltd.,BPO-ITeS
AVADHSUGAR,Avadh Sugar &amp; Energy Ltd.,Sugar
PALASHSECU,Palash Securities Ltd.,Finance - Investment
GANGESSECU,Ganges Securities Ltd.,Finance - Investment
MAGADSUGAR,Magadh Sugar &amp; Energy Ltd.,Sugar
540718,AKM Lace And Embrotex Ltd.,Trading
540695,Dhruv Wellness Ltd.,Trading
SERVOTECH,Servotech Power Systems Ltd.,Electric Equipment
GEEKAYWIRE,Geekay Wires Ltd.,Steel &amp; Iron Products
LEXUS,Lexus Granito (India) Ltd.,Ceramics-Marble-Granite-Sanitaryware
540726,Trident Texofab Ltd.,Trading
SMSLIFE,SMS Lifesciences India Ltd.,Pharmaceuticals &amp; Drugs
540738,Shreeji Translogistics Ltd.,Logistics
SHAREINDIA,Share India Securities Ltd.,Finance - Stock Broking
PASHUPATI,Pashupati Cotspin Ltd.,Textile - Spinning
540756,Kaarya Facilities And Services Ltd.,Miscellaneous
540737,Shree Ganesh Remedies Ltd.,Pharmaceuticals &amp; Drugs
MANAV,Manav Infra Projects Ltd.,Engineering - Construction
PENTAGOLD,Penta Gold Ltd.,Diamond  &amp;  Jewellery
540809,MRC EXIM Ltd.,Trading
541973,MAC Hotels Ltd.,Hotel
UJJIVANSFB,Ujjivan Small Finance Bank Ltd.,Bank - Private
WORTH,Worth Peripherals Ltd.,Paper &amp; Paper Products
RMDRIP,RM Drip and Sprinklers System Ltd.,Engineering - Industrial Equipments
540696,KCD Industries India Ltd.,Textile
TIRUPATI,Shree Tirupati Balajee FIBC Ltd.,Plastic Products
MPTODAY,Madhya Pradesh Today Media Ltd.,Printing And Publishing
LASA,Lasa Supergenerics Ltd.,Pharmaceuticals &amp; Drugs
AIROLAM,Airo Lam Ltd.,Laminates-Decoratives
RKEC,RKEC Projects Ltd.,Engineering - Construction
540757,Sheetal Cool Products Ltd.,Consumer Food
540795,Dynamic Cables Ltd.,Cable
GOLDSTAR,Goldstar Power Ltd.,Batteries
RELIABLE,Reliable Data Services Ltd.,IT - Software
BETA,Beta Drugs Ltd.,Pharmaceuticals &amp; Drugs
APOLLO,Apollo Micro Systems Ltd.,Electronics - Components
OMFURN,Omfurn India Ltd.,Household &amp; Personal Products
NGIL,Nakoda Group Of Industries Ltd.,Consumer Food
540782,Sanghvi Brands Ltd.,Miscellaneous
DPABHUSHAN,D.P. Abhushan Ltd.,Trading
SCAPDVR,Stampede Capital Ltd. - (DVR),Finance - Stock Broking
SECURCRED,SecUR Credentials Ltd.,Miscellaneous
540786,Sharika Enterprises Ltd.,Engineering
540952,Lorenzini Apparels Ltd.,Textile
PULZ,Pulz Electronics Ltd.,Electronics - Components
AISL,ANI Integrated Services Ltd.,Engineering
VERTOZ,Vertoz Advertising Ltd.,Miscellaneous
SILVERTUC,Silver Touch Technologies Ltd.,IT - Hardware
540796,Ratnabhumi Developers Ltd.,Construction - Real Estate
EXXARO,Exxaro Tiles Ltd.,Ceramics-Marble-Granite-Sanitaryware
540843,Rithwik Facility Management Services Ltd.,Miscellaneous
FELIX,Felix Industries Ltd.,Miscellaneous
ZODIAC,Zodiac Energy Ltd.,Engineering - Industrial Equipments
SHRADHA,Shradha Infraprojects Ltd.,Construction - Real Estate
ICEMAKE,ICE Make Refrigeration Ltd.,Electronics - Components
INNOVANA,Innovana Thinklabs Ltd.,IT - Software
540850,Jhandewalas Foods Ltd.,Consumer Food
540788,Aspira Pathlab &amp; Diagnostics Ltd.,Hospital &amp; Healthcare Services
PRAXIS,Praxis Home Retail Ltd.,Retailing
TOUCHWOOD,Touchwood Entertainment Ltd.,Miscellaneous
ONEPOINT,One Point One Solutions Ltd.,BPO-ITeS
SMVD,SMVD Poly Pack Ltd.,Plastic Products
540923,Ashoka Metcast Ltd.,Trading
AJOONI,Ajooni Biotech Ltd.,Miscellaneous
MOKSH,Moksh Ornaments Ltd.,Diamond  &amp;  Jewellery
540936,Gautam Gems Ltd.,Diamond  &amp;  Jewellery
540953,Kenvi Jewels Ltd.,Diamond  &amp;  Jewellery
541196,LEX Nimble Solutions Ltd.,IT - Software
540823,Vitesse Agro Ltd.,Trading
BCONCEPTS,Brand Concepts Ltd.,Trading
SILLYMONKS,Silly Monks Entertainment Ltd.,Film Production
SKSTEXTILE,SKS Textiles Ltd.,Textile
TEMBO,Tembo Global Industries Ltd.,Trading
541006,Angel Fibers Ltd.,Textile
541337,Milestone Furniture Ltd.,Household &amp; Personal Products
SOLEX,Solex Energy Ltd.,Electric Equipment
540821,Sadhna Broadcast Ltd.,TV Broadcasting &amp; Software Production
541228,Taylormade Renewables Ltd.,Electric Equipment
SRPL,Shree Ram Proteins Ltd.,Solvent  Extraction
VASA,VASA Retail And Overseas Ltd.,Printing &amp; Stationery
AMJUMBO,A And M Jumbo Bags Ltd.,Plastic Products
541144,Active Clothing Co Ltd.,Textile
540956,Bhatia Communications &amp; Retail (India) Ltd.,Trading
541151,Ridings Consulting Engineers India Ltd.,Engineering - Construction
BANKA,Banka Bioloo Ltd.,Engineering - Construction
SOUTHWEST,South West Pinnacle Exploration Ltd.,Engineering
541178,Benara Bearings And Pistons Ltd.,Bearings
ORIENTELEC,Orient Electric Ltd.,Consumer Durables - Domestic Appliances
541152,Goyal Aluminiums Ltd.,Trading
541083,Inflame Appliances Ltd.,Household &amp; Personal Products
ARVEE,Arvee Laboratories (India) Ltd.,Chemicals
542248,Deccan Health Care Ltd.,Pharmaceuticals &amp; Drugs
542020,AKI India Ltd.,Leather
FINEORG,Fine Organic Industries Ltd.,Chemicals
GAYAHWS,Gayatri Highways Ltd.,Engineering - Construction
541053,East India Securities Ltd.,Finance - Stock Broking
SHIVAMILLS,Shiva Mills Ltd.,Textile
DHRUV,Dhruv Consultancy Services Ltd.,Engineering
541401,Arihant Institute Ltd.,Educational Institutions
UNIINFO,Uniinfo Telecom Services Ltd.,Telecommunication - Equipment
SARVESHWAR,Sarveshwar Foods Ltd.,Consumer Food
541299,Dr Lalchandani Labs Ltd.,Hospital &amp; Healthcare Services
541206,Orissa Bengal Carrier Ltd.,Logistics
541338,UH Zaveri Ltd.,Diamond  &amp;  Jewellery
541304,Indo US Bio-Tech Ltd.,Trading
TARACHAND,Tara Chand Logistic Solutions Ltd.,Logistics
SUULD,Suumaya Industries Ltd.,Textile
KAPSTON,Kapston Facilities Management Ltd.,Miscellaneous
PIGL,Power &amp; Instrumentation (Gujarat) Ltd.,Engineering - Construction
VERA,Vera Synthetic Ltd.,Textile
GIRIRAJ,Giriraj Civil Developers Ltd.,Engineering - Construction
BSHSL,Bombay Super Hybrid Seeds Ltd.,Agriculture
AVG,AVG Logistics Ltd.,Logistics
MAHICKRA,Mahickra Chemicals Ltd.,Chemicals
SUPREMEENG,Supreme Engineering Ltd.,Steel &amp; Iron Products
SSINFRA,SS Infrastructure Development Consultants Ltd.,Engineering - Construction
AAKASH,Aakash Exploration Services Ltd.,Oil Exploration
NARMADA,Narmada Agrobase Ltd.,Agriculture
URAVI,Uravi T And Wedge Lamps Ltd.,Auto Ancillary
DIL,Debock Industries Ltd.,Engineering
PRITI,Priti International Ltd.,Miscellaneous
MDL,Marvel Decor Ltd.,Ceramics-Marble-Granite-Sanitaryware
GODHA,Godha Cabcon &amp; Insulation Ltd.,Engineering - Industrial Equipments
541276,Hardwyn India Ltd.,Aluminium &amp; Aluminium Products
CONTI,Continental Seeds and Chemicals Ltd.,Agriculture
MITTAL,Mittal Life Style Ltd.,Trading
SIRCA,SIRCA Paints India Ltd.,Trading
ACCURACY,Accuracy Shipping Ltd.,Logistics
SVLL,Shree Vasu Logistics Ltd.,Logistics
LATTEYS,Latteys Industries Ltd.,Compressors - Pumps
E2E,E2E Networks Ltd.,IT - Hardware
POWERFUL,Powerful Technologies Ltd.,Consumer Durables - Electronics
SONAMCLOCK,Sonam Clock Ltd.,Consumer Durables - Domestic Appliances
542025,Sun Retail Ltd.,Trading
RPPL,Rajshree Polypack Ltd.,Plastic Products
OSWALSEEDS,Shree Oswal Seeds and Chemicals Ltd.,Agriculture
541303,Akshar Spintex Ltd.,Textile
541353,Innovators Facade Systems Ltd.,Engineering
SOFTTECH,SoftTech Engineers Ltd.,IT - Software
541402,Affordable Robotic &amp; Automation Ltd.,Engineering
REPL,Rudrabhishek Enterprises Ltd.,Engineering - Construction
BRIGHT,Bright Solar Ltd.,Compressors - Pumps
541445,WAA Solar Ltd.,Power Generation-Distribution
AVROIND,Avro India Ltd.,Plastic Products
541444,PALM Jewels Ltd.,Trading
CHEMFAB,Chemfab Alkalis Ltd.,Chemicals
541352,Megastar Foods Ltd.,Consumer Food
REXPIPES,REX Pipes and Cables Industries Ltd.,Plastic Products
LGHL,Laxmi Goldorna House Ltd.,Diamond  &amp;  Jewellery
JAKHARIA,Jakharia Fabric Ltd.,Miscellaneous
ADANIGREEN,Adani Green Energy Ltd.,Power Generation-Distribution
GANGAFORGE,Ganga Forging Ltd.,Forgings
541634,RAW Edge Industrial Solutions Ltd.,Mining &amp; Minerals
AMBANIORG,Ambani Organics Ltd.,Chemicals
541601,Rajnish Wellness Ltd.,Trading
PARIN,Parin Furniture Ltd.,Household &amp; Personal Products
541347,Parvati Sweetners and Power Ltd.,Sugar
MINDPOOL,Mindpool Technologies Ltd.,IT - Software
541358,Shree Worstex Ltd.,Finance - NBFC
AKG,AKG Exim Ltd.,Trading
KRITIKA,Kritika Wires Ltd.,Steel &amp; Iron Products
SUMIT,Sumit Woods Ltd.,Construction - Real Estate
541701,Supershakti Metaliks Ltd.,Steel &amp; Iron Products
UWCSL,Ultra Wiring Connectivity Systems Ltd.,Electronics - Components
541974,Manorama Industries Ltd.,Solvent  Extraction
SGIL,Synergy Green Industries Ltd.,Castings-Forgings
541703,Ganesh Films India Ltd.,Film Production
541778,Deep Polymers Ltd.,Chemicals
AHLADA,Ahlada Engineers Ltd.,Engineering
541983,Innovative Ideals And Services (India) Ltd.,Trading
DANGEE,Dangee Dums Ltd.,Consumer Food
SOLARA,Solara Active Pharma Sciences Ltd.,Pharmaceuticals &amp; Drugs
KSHITIJPOL,Kshitij Polyline Ltd.,Plastic Products
RAJMET,Rajnandini Metal Ltd.,Trading
INDIAMART,Indiamart Intermesh Ltd.,e-Commerce
NILASPACES,Nila Spaces Ltd.,Construction - Real Estate
AARON,Aaron Industries Ltd.,Engineering
541865,Add-Shop E-Retail Ltd.,Trading
LAGNAM,Lagnam Spintex Ltd.,Textile
MARSHALL,Marshall Machines Ltd.,Engineering - Industrial Equipments
541702,Ashnisha Industries Ltd.,Trading
ABINFRA,AB Infrabuild Ltd.,Engineering - Construction
541945,Ranjeet Mechatronics Ltd.,Trading
542034,SM Gold Ltd.,Diamond  &amp;  Jewellery
542057,BCPL Railway Infrastructure Ltd.,Engineering - Industrial Equipments
SILGO,SILGO Retail Ltd.,Retailing
542046,Vivid Mercantile Ltd.,Construction - Real Estate
MARINE,Marine Electricals (India) Ltd.,Engineering - Industrial Equipments
541735,Vivanta Industries Ltd.,Miscellaneous
542677,Mahesh Developers Ltd.,Construction - Real Estate
SPECTRUM,Spectrum Electrical Industries Ltd.,Electric Equipment
541967,Sky Gold Ltd.,Diamond  &amp;  Jewellery
IRISDOREME,Iris Clothings Ltd.,Textile
541771,Amin Tannery Ltd.,Leather
542155,Diksha Greens Ltd.,Trading
542019,Shubham Polyspin Ltd.,Textile
XELPMOC,Xelpmoc Design And Tech Ltd.,IT - Software
VINNY,Vinny Overseas Ltd.,Textile
BBTCL,B&amp;B Triplewall Containers Ltd.,Paper &amp; Paper Products
542580,Aartech Solonics Ltd.,Electric Equipment
ANMOL,Anmol India Ltd.,Trading
KHFM,KHFM Hospitality and Facility Management Services Ltd.,Miscellaneous
DRSDILIP,DRS Dilip Roadlines Ltd.,Logistics
541890,Space Incubatrics Technologies Ltd.,IT - Software
542670,Artemis Electricals And Projects Ltd.,Electric Equipment
WFL,Wonder Fibromats Ltd.,Consumer Durables - Electronics
SHIVAUM,Shiv Aum Steels Ltd.,Trading
542232,Shankar Lal Rampal Dye-Chem Ltd.,Trading
KPIGLOBAL,KPI Global Infrastructure Ltd.,Engineering - Industrial Equipments
SURANI,Surani Steel Tubes Ltd.,Steel &amp; Iron Products
542145,Roni Households Ltd.,Trading
SHUBHLAXMI,Shubhlaxmi Jewel Art Ltd.,Trading
SECL,Salasar Exteriors &amp; Contour Ltd.,Engineering - Construction
542924,Janus Corporation Ltd.,Engineering - Construction
DALBHARAT,Dalmia Bharat Ltd.,Cement &amp; Construction Materials
542446,Jonjua Overseas Ltd.,IT - Software
542628,Northern Spirits Ltd.,Trading
542285,Axita Cotton Ltd.,Textile
ANUP,The Anup Engineering Ltd.,Engineering - Industrial Equipments
ARVINDFASN,Arvind Fashions Ltd.,Retailing
RPSGVENT,RPSG Ventures Ltd.,IT - Software
541627,Hi-Tech Winding Systems Ltd.,Paper &amp; Paper Products
TREJHARA,Trejhara Solutions Ltd.,IT - Software
542459,Kranti Industries Ltd.,Auto Ancillary
543289,Kuberan Global Edu Solutions Ltd.,Educational Institutions
542592,Humming Bird Education Ltd.,Educational Institutions
KPITTECH,KPIT Technologies Ltd.,IT - Software
542579,Ashapuri Gold Ornament Ltd.,Trading
OSIAHYPER,OSIA Hyper Retail Ltd.,Retailing
542599,Roopshri Resorts Ltd.,Hotel
542721,Anand Rayons Ltd.,Trading
542666,GKP Printing &amp; Packaging Ltd.,Packaging
542653,Jinaams Dress Ltd.,Textile
542678,Cian Healthcare Ltd.,Pharmaceuticals &amp; Drugs
542728,SK International Export Ltd.,Textile
542654,VR Films &amp; Studios Ltd.,Film Production
542524,Ambassador Intra Holdings Ltd.,Trading
542668,Evans Electric Ltd.,Miscellaneous
542851,Gensol Engineering Ltd.,Engineering - Construction
542627,Chandni Machines Ltd.,Retailing
CKFSL,Cox &amp; Kings Financial Service Ltd.,Finance - NBFC
542724,Earum Pharmaceuticals Ltd.,Trading
542694,Parshva Enterprises Ltd.,Trading
542727,City Pulse Multiplex Ltd.,Film Production
SWSOLAR,Sterling and Wilson Renewable Energy Ltd.,Engineering - Construction
SBC,SBC Exports Ltd.,Textile
PPL,Prakash Pipes Ltd.,Plastic Products
DGCONTENT,Digicontent Ltd.,Printing &amp; Stationery
PARTYCRUS,Party Cruisers Ltd.,Miscellaneous
VCL,Vaxtex Cotfab Ltd.,Trading
542918,Gian Life Care Ltd.,Hospital &amp; Healthcare Services
DCMNVL,DCM Nouvelle Ltd.,Textile
542850,Goblin India Ltd.,Trading
542802,Galactico Corporate Services Ltd.,Finance - Investment
SONAHISONA,Sona Hi Sona Jewellers (Gujarat) Ltd.,Diamond  &amp;  Jewellery
542771,Novateor Research Laboratories Ltd.,Household &amp; Personal Products
ASCOM,Ascom Leasing &amp; Investments Ltd.,Finance - NBFC
GREENPANEL,Greenpanel Industries Ltd.,Wood &amp; Wood Products
542801,Misquita Engineering Ltd.,Engineering - Industrial Equipments
CHEMCON,Chemcon Speciality Chemicals Ltd.,Chemicals
CSBBANK,CSB Bank Ltd.,Bank - Private
542753,Seacoast Shipping Services Ltd.,Trading
542765,Transpact Enterprises Ltd.,Trading
542770,Alphalogic Techsys Ltd.,BPO-ITeS
DCI,DC Infotech and Communication Ltd.,IT - Hardware
FLUOROCHEM,Gujarat Fluorochemicals Ltd.,Chemicals
SHIL,Somany Home Innovation Ltd.,Consumer Durables - Domestic Appliances
543391,Suyog Gurbaxani Funicular Ropeways Ltd.,Engineering - Construction
542865,Anuroop Packaging Ltd.,Packaging
542774,APM Finvest Ltd.,Finance - Investment
HPIL,Hindprakash Industries Ltd.,Dyes &amp; Pigments
INDIGOPNTS,Indigo Paints Ltd.,Paints
HEMIPROP,Hemisphere Properties India Ltd.,Construction - Real Estate
543211,Bonlon Industries Ltd.,Metal - Non Ferrous
MGEL,Mangalam Global Enterprise Ltd.,Agriculture
542803,Ellora Trading Ltd.,Trading
BURGERKING,Burger King India Ltd.,Hotel
SIGMA,Sigma Solve Ltd.,BPO-ITeS
543310,Times Green Energy (India) Ltd.,Trading
542935,ICL Organic Dairy Products Ltd.,Consumer Food
EASEMYTRIP,Easy Trip Planners Ltd.,Travel Services
542910,Valencia Nutrition Ltd.,Consumer Food
POWERINDIA,Hitachi Energy India Ltd.,Electric Equipment
542911,Assam Entrade Ltd.,Finance - Investment
LIKHITHA,Likhitha Infrastructure Ltd.,Engineering - Construction
542923,Tranway Technologies Ltd.,IT - Software
ATALREAL,Atal Realtech Ltd.,Construction - Real Estate
BIRLATYRE,Birla Tyres Ltd.,Tyres &amp; Allied
543218,Suratwwala Business Group Ltd.,Construction - Real Estate
SUVENPHAR,Suven Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs
543172,Cospower Engineering Ltd.,Electric Equipment
543193,DJ Mediaprint &amp; Logistics Ltd.,Printing And Publishing
542938,Octavius Plantations Ltd.,Tea-Coffee
543194,Nirmitee Robotics India Ltd.,Miscellaneous
NDRAUTO,NDR Auto Components Ltd.,Auto Ancillary
543207,Natural Biocon (India) Ltd.,Trading
543230,Advait Infratech Ltd.,Engineering - Industrial Equipments
543209,Billwin Industries Ltd.,Textile - Machinery
KSOLVES,KSolves India Ltd.,IT - Software
543236,Atam Valves Ltd.,Engineering - Industrial Equipments
543244,Shine Fashion (India) Ltd.,Trading
AARTISURF,Aarti Surfactants Ltd.,Household &amp; Personal Products
MAXIND,Max India Ltd.,Finance - Investment
BOROLTD,Borosil Ltd.,Consumer Durables - Domestic Appliances
543222,Trekkingtoes.com Ltd.,Travel Services
543241,Veer Global Infraconstruction Ltd.,Construction - Real Estate
543234,Secmark Consultancy Ltd.,BPO-ITeS
FAIRCHEMOR,Fairchem Organics Ltd.,Chemicals
543352,PlatinumOne Business Services Ltd.,BPO-ITeS
543239,GM Polyplast Ltd.,Plastic Products
AAATECH,AAA Technologies Ltd.,BPO-ITeS
543285,Rajeshwari Cans Ltd.,Packaging
543305,Navoday Enterprises Ltd.,Miscellaneous
543377,Adishakti Loha and Ispat Ltd.,Trading
SIGACHI,Sigachi Industries Ltd.,Chemicals
543319,AA Plus Tradelink Ltd.,Trading
ADL,Archidply Decor Ltd.,Wood &amp; Wood Products
BTML,Bodhi Tree Multimedia Ltd.,TV Broadcasting &amp; Software Production
RVHL,Ravinder Heights Ltd.,Construction - Real Estate
543273,Knowledge Marine &amp; Engineering Works Ltd.,Ship Building
543262,MRP Agro Ltd.,Trading
543247,Net Pix Shorts Digital Media Ltd.,Film Production
NURECA,Nureca Ltd.,Trading
TARC,TARC Ltd.,Construction - Real Estate
543284,EKI Energy Services Ltd.,Miscellaneous
543274,Suumaya Corporation Ltd.,Trading
543286,Jetmall Spices and Masala Ltd.,Consumer Food
IPL,India Pesticides Ltd.,Pesticides &amp; Agrochemicals
543269,Adjia Technologies Ltd.,Miscellaneous
DRCSYSTEMS,DRC Systems India Ltd.,IT - Software
JUBLINGREA,Jubilant Ingrevia Ltd.,Pharmaceuticals &amp; Drugs
PARAS,Paras Defence And Space Technologies Ltd.,Defence
543366,SBL Infratech Ltd.,Construction - Real Estate
WALPAR,Walpar Nutritions Ltd.,Pharmaceuticals &amp; Drugs
543282,Niks Technology Ltd.,IT - Software
SIDDHIKA,Siddhika Coatings Ltd.,Trading
VMARCIND,V-Marc India Ltd.,Cable
543373,Shri Venkatesh Refineries Ltd.,Solvent  Extraction
SUVIDHAA,Suvidhaa Infoserve Ltd.,e-Commerce
CLEAN,Clean Science And Technology Ltd.,Chemicals
IWEL,Inox Wind Energy Ltd.,Power Generation-Distribution
543372,Getalong Enterprise Ltd.,Trading
GLS,Glenmark Life Sciences Ltd.,Pharmaceuticals &amp; Drugs
DEEPINDS,Deep Industries Ltd.,Engineering
543363,Prevest Denpro Ltd.,Medical Equipment-Supplies-Accessories
MOL,Meghmani Organics Ltd.,Chemicals
KRSNAA,Krsnaa Diagnostics Ltd.,Hospital &amp; Healthcare Services
543312,Focus Business Solution Ltd.,Miscellaneous
AILIMITED,Abhishek Integrations Ltd.,Miscellaneous
VIJAYA,Vijaya Diagnostic Centre Ltd.,Hospital &amp; Healthcare Services
ABCOTS,AB Cotspin India Ltd.,Textile
VINEETLAB,Vineet Laboratories Ltd.,Pharmaceuticals &amp; Drugs
543324,Gretex Corporate Services Ltd.,Miscellaneous
543346,Aashka Hospitals Ltd.,Hospital &amp; Healthcare Services
HPAL,HP Adhesives Ltd.,Chemicals
NPST,Network People Services Technologies Ltd.,IT - Software
SJS,SJS Enterprises Ltd.,Miscellaneous
FINOPB,Fino Payments Bank Ltd.,Bank - Private
