NAME,SECTOR,SCRIP
Nahar Poly Films Ltd.,Plastic Products,NAHARPOLY
3M India Ltd.,Diversified,3MINDIA
Johnson Controls - Hitachi Air Conditioning India Ltd.,Air Conditioners,JCHAC
JM Financial Ltd.,Finance - Investment,JMFINANCIL
ADC India Communications Ltd.,Telecommunication - Equipment,KRONECOMM
Coventry Coil-O-Matic (Haryana) Ltd.,Auto Ancillary,523415
Tamilnadu Telecommunications Ltd.,Cable,TNTELE
Sunraj Diamond Exports Ltd.,Diamond  &amp;  Jewellery,523425
Reliance Industrial Infrastructure Ltd.,Engineering - Construction,RIIL
Sharp India Ltd.,Air Conditioners,KALYANISHP
Linde India Ltd.,Industrial  Gases &amp; Fuels,LINDEINDIA
Ind Bank Housing Ltd.,Finance - Housing,523465
Jai Mata Glass Ltd.,Glass,523467
Lotus Chocolate Company Ltd.,Consumer Food,523475
Pacific Industries Ltd.,Ceramics-Marble-Granite-Sanitaryware,PACIFICIND
Chennai Meenakshi Multispeciality Hospital Ltd.,Hospital &amp; Healthcare Services,523489
Universal Office Automation Ltd.,Trading,523519
APM Industries Ltd.,Textile - Spinning,523537
Precision Wires India Ltd.,Cable,PRECWIRE
Krypton Industries Ltd.,Tyres &amp; Allied,523550
Swiss Military Consumer Goods Ltd.,IT - Hardware,NETWORK
Martin Burn Ltd.,Construction - Real Estate,523566
Future Enterprises Ltd.,Retailing,FEL
Indian Toners &amp; Developers Ltd.,Chemicals,523586
Kunststoffe Industries Ltd.,Plastic Products,523594
Ircon International Ltd.,Engineering - Construction,IRCON
Shipping Corporation Of India Ltd.,Shipping,SCI
Sika Interplant Systems Ltd.,Engineering - Industrial Equipments,523606
ITI Ltd.,Telecommunication - Equipment,ITI
Dredging Corporation Of India Ltd.,Shipping,DREDGECORP
Phaarmasia Ltd.,Pharmaceuticals &amp; Drugs,523620
Poddar Housing and Development Ltd.,Construction - Real Estate,PODDARHOUS
National Fertilizers Ltd.,Fertilizers,NFL
IP Rings Ltd.,Auto Ancillary,IPRINGLTD
PI Industries Ltd.,Pesticides &amp; Agrochemicals,PIIND
Plastiblends India Ltd.,Chemicals,PLASTIBLEN
Yash Innoventures Ltd.,Miscellaneous,523650
Kkalpana Plastick Ltd.,Trading,523652
Waterbase Ltd.,Consumer Food,WATERBASE
Flex Foods Ltd.,Consumer Food,523672
Golkunda Diamonds &amp; Jewellery Ltd.,Diamond  &amp;  Jewellery,523676
Apcotex Industries Ltd.,Rubber  Products,APCOTEXIND
Fortis Malar Hospitals Ltd.,Hospital &amp; Healthcare Services,523696
Mastek Ltd.,IT - Software,MASTEK
Eimco Elecon (India) Ltd.,Engineering - Industrial Equipments,EIMCOELECO
Sayaji Hotels Ltd.,Hotel,SAYAJIHOTL
JMG Corporation Ltd.,Miscellaneous,523712
Ashiana Housing Ltd.,Construction - Real Estate,ASHIANA
Svam Softwares Ltd.,IT - Software,523722
Ecoboard Industries Ltd.,Wood &amp; Wood Products,WESTERNBIO
Dhunseri Ventures Ltd.,Chemicals,DVL
IO System Ltd.,Engineering - Industrial Equipments,523752
Mahindra EPC Irrigation Ltd.,Engineering - Industrial Equipments,MAHEPC
SREI Infrastructure Finance Ltd.,Finance - NBFC,SREINFRA
Mitshi India Ltd.,Diversified,523782
Shukra Jewellery Ltd.,Diamond  &amp;  Jewellery,SHUKRADIAM
Mazda Ltd.,Engineering - Industrial Equipments,MAZDA
Viceroy Hotels Ltd.,Hotel,VICEROY
Sovereign Diamonds Ltd.,Diamond  &amp;  Jewellery,523826
Menon Bearings Ltd.,Bearings,MENONBE
Mukat Pipes Ltd.,Steel &amp; Iron Products,MUKATPIPE
Gujarat Raffia Industries Ltd.,Plastic Products,GUJRAFFIA
Simplex Infrastructures Ltd.,Engineering - Construction,SIMPLEXINF
Innovative Tech Pack Ltd.,Plastic Products,523840
Super Tannery Ltd.,Leather,523842
Constronics Infra Ltd.,Hospital &amp; Healthcare Services,523844
Axtel Industries Ltd.,Engineering - Industrial Equipments,523850
Pacheli Industrial Finance Ltd.,Construction - Real Estate,523862
Precision Containeurs Ltd.,Steel &amp; Iron Products,523874
VR Woodart Ltd.,Wood &amp; Wood Products,523888
AVI Products India Ltd.,Trading,523896
Poonawalla Fincorp Ltd.,Finance - NBFC,POONAWALLA
Hindustan Fluorocarbons Ltd.,Petrochemicals,524013
Kingfa Science &amp; Technology (India) Ltd.,Plastic Products,KINGFA
Patidar Buildcon Ltd.,Construction - Real Estate,524031
Rama Phosphates Ltd.,Fertilizers,RAMAPHOSP
Venlon Enterprises Ltd.,Chemicals,VENLONPOLY
Polyplex Corporation Ltd.,Plastic Products,POLYPLEX
Albert David Ltd.,Pharmaceuticals &amp; Drugs,ALBERTDAVD
Haryana Leather Chemicals Ltd.,Chemicals,524080
Acrysil Ltd.,Household &amp; Personal Products,ACRYSIL
Kabra Extrusiontechnik Ltd.,Engineering - Industrial Equipments,KABRAEXTRU
Vinyl Chemicals (India) Ltd.,Trading,VINYLINDIA
Pee Cee Cosma Sope Ltd.,Household &amp; Personal Products,524136
TCM Ltd.,Chemicals,524156
IOL Chemicals And Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs,IOLCP
Kesar Petroproducts Ltd.,Chemicals,524174
Vinati Organics Ltd.,Chemicals,VINATIORGA
Lactose (India) Ltd.,Pharmaceuticals &amp; Drugs,524202
Aarti Industries Ltd.,Chemicals,AARTIIND
Pentokey Organy (India) Ltd.,Chemicals,524210
Wanbury Ltd.,Pharmaceuticals &amp; Drugs,WANBURY
Resonance Specialties Ltd.,Chemicals,524218
Gujarat Ambuja Exports Ltd.,Solvent  Extraction,GAEL
Rashtriya Chemicals and Fertilizers Ltd.,Fertilizers,RCF
Kopran Ltd.,Pharmaceuticals &amp; Drugs,KOPRAN
Aimco Pesticides Ltd.,Pesticides &amp; Agrochemicals,AIMCOPEST
Gujarat Terce Laboratories Ltd.,Pharmaceuticals &amp; Drugs,524314
Kabra Drugs Ltd.,Pharmaceuticals &amp; Drugs,524322
Seya Industries Ltd.,Chemicals,SEYAIND
Jayant Agro-Organics Ltd.,Chemicals,JAYAGROGN
BCL Industries Ltd.,Solvent  Extraction,BCLIND
Shree Hari Chemicals Export Ltd.,Chemicals,524336
Indo Borax &amp; Chemicals Ltd.,Chemicals,524342
Aarti Drugs Ltd.,Pharmaceuticals &amp; Drugs,AARTIDRUGS
Bodal Chemicals Ltd.,Dyes &amp; Pigments,BODALCHEM
Orchid Pharma Ltd.,Pharmaceuticals &amp; Drugs,ORCHPHARMA
Vimta Labs Ltd.,Miscellaneous,VIMTALABS
Biofil Chemicals &amp; Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs,BIOFILCHEM
Ishita Drugs &amp; Industries Ltd.,Pharmaceuticals &amp; Drugs,524400
Marksans Pharma Ltd.,Pharmaceuticals &amp; Drugs,MARKSANS
Universal Starch-Chem Allied Ltd.,Consumer Food,524408
Aarey Drugs &amp; Pharmaceuticals Ltd.,Trading,AAREYDRUGS
Norris Medicines Ltd.,Pharmaceuticals &amp; Drugs,524414
Asian Petroproducts &amp; Exports Ltd.,Chemicals,524434
Camex Ltd.,Dyes &amp; Pigments,524440
Evexia Lifecare Ltd.,Trading,524444
Indo Euro Indchem Ltd.,Trading,524458
Syncom Formulations (India) Ltd.,Pharmaceuticals &amp; Drugs,524470
Riddhi Siddhi Gluco Biols Ltd.,Trading,524480
SVC Industries Ltd.,Petrochemicals,ATVPETRO
Ipca Laboratories Ltd.,Pharmaceuticals &amp; Drugs,IPCALAB
Kilitch Drugs (India) Ltd.,Pharmaceuticals &amp; Drugs,KILITCH
Raaj Medisafe India Ltd.,Medical Equipment-Supplies-Accessories,524502
Coral Laboratories Ltd.,Pharmaceuticals &amp; Drugs,524506
Tulasee Bio-Ethanol Ltd.,Chemicals,524514
Bacil Pharma Ltd.,Pharmaceuticals &amp; Drugs,524516
Krebs Biochemicals &amp; Industries Ltd.,Pharmaceuticals &amp; Drugs,KREBSBIO
KMC Speciality Hospitals (India) Ltd.,Hospital &amp; Healthcare Services,524520
Laffans Petrochemicals Ltd.,Trading,524522
Bhaskar Agrochemicals Ltd.,Pesticides &amp; Agrochemicals,524534
Sukhjit Starch &amp; Chemicals Ltd.,Consumer Food,524542
Neuland Laboratories Ltd.,Pharmaceuticals &amp; Drugs,NEULANDLAB
Gayatri Bio Organics Ltd.,Consumer Food,524564
Poddar Pigments Ltd.,Dyes &amp; Pigments,PODDARMENT
Pharmaids Pharmaceuticals Ltd.,Trading,524572
Vivid Global Industries Ltd.,Chemicals,524576
Priya Ltd.,Trading,PRIYADYES
Tirupati Starch &amp; Chemicals Ltd.,Consumer Food,524582
Hemo Organic Ltd.,Pharmaceuticals &amp; Drugs,524590
JD Orgochem Ltd.,Dyes &amp; Pigments,JDORGOCHEM
Ashok Alco-Chem Ltd.,Trading,ASHOKALCO
Aksharchem (India) Ltd.,Dyes &amp; Pigments,AKSHARCHEM
Adline Chem Lab Ltd.,Pharmaceuticals &amp; Drugs,524604
Beryl Drugs Ltd.,Pharmaceuticals &amp; Drugs,524606
IEL Ltd.,Solvent  Extraction,524614
iStreet Network Ltd.,Pharmaceuticals &amp; Drugs,524622
Gagan Gases Ltd.,Industrial  Gases &amp; Fuels,524624
Parker Agrochem Exports Ltd.,Trading,524628
Shukra Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs,524632
Alufluoride Ltd.,Chemicals,524634
SS Organics Ltd.,Pharmaceuticals &amp; Drugs,524636
Archit Organosys Ltd.,Chemicals,524640
Sikozy Realtors Ltd.,Construction - Real Estate,524642
Indo Amines Ltd.,Chemicals,524648
Ind-Swift Ltd.,Pharmaceuticals &amp; Drugs,INDSWFTLTD
Natural Capsules Ltd.,Pharmaceuticals &amp; Drugs,524654
Welcure Drugs &amp; Pharmaceuticals Ltd.,Trading,524661
Bharat Immunologicals &amp; Biologicals Corporation Ltd.,Pharmaceuticals &amp; Drugs,524663
Savita Oil Technologies Ltd.,Lubricants,SOTL
Hester Biosciences Ltd.,Pharmaceuticals &amp; Drugs,HESTERBIO
Kabsons Industries Ltd.,Industrial  Gases &amp; Fuels,524675
Basant Agro Tech (India) Ltd.,Fertilizers,524687
Parenteral Drugs (India) Ltd.,Pharmaceuticals &amp; Drugs,PDPL
Sandu Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs,524703
NACL Industries Ltd.,Pesticides &amp; Agrochemicals,NACLIND
Vista Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs,524711
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals &amp; Drugs,SUNPHARMA
Titan Bio-Tech Ltd.,Chemicals,524717
Span Divergent Ltd.,Chemicals,524727
Jenburkt Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs,524731
Hikal Ltd.,Pharmaceuticals &amp; Drugs,HIKAL
Caplin Point Laboratories Ltd.,Pharmaceuticals &amp; Drugs,CAPLIPOINT
Fischer Chemic Ltd.,Chemicals,524743
Link Pharma Chem Ltd.,Pharmaceuticals &amp; Drugs,524748
Decipher Labs Ltd.,Pharmaceuticals &amp; Drugs,524752
Nutraplus India Ltd.,Pharmaceuticals &amp; Drugs,524764
Emmessar Biotech &amp; Nutrition Ltd.,Pharmaceuticals &amp; Drugs,524768
NGL Fine-Chem Ltd.,Pharmaceuticals &amp; Drugs,524774
Everest Organics Ltd.,Pharmaceuticals &amp; Drugs,524790
Aurobindo Pharma Ltd.,Pharmaceuticals &amp; Drugs,AUROPHARMA
Phyto Chem (India) Ltd.,Pesticides &amp; Agrochemicals,524808
Natco Pharma Ltd.,Pharmaceuticals &amp; Drugs,NATCOPHARM
Dynamic Industries Ltd.,Dyes &amp; Pigments,524818
Panama Petrochem Ltd.,Lubricants,PANAMAPET
Bal Pharma Ltd.,Pharmaceuticals &amp; Drugs,BALPHARMA
BDH Industries Ltd.,Pharmaceuticals &amp; Drugs,MBIND
Jauss Polymers Ltd.,Plastic Products,526001
Procal Electronics India Ltd.,Engineering - Industrial Equipments,526009
Globus Power Generation Ltd.,Construction - Real Estate,526025
Cubex Tubings Ltd.,Metal - Non Ferrous,CUBEXTUB
Polymechplast Machines Ltd.,Engineering - Industrial Equipments,526043
Stellant Securities (India) Ltd.,Printing And Publishing,526071
Galaxy Bearings Ltd.,Bearings,526073
Rekvina Laboratories Ltd.,Trading,526075
SC Agrotech Ltd.,Agriculture,526081
Sathavahana Ispat Ltd.,Steel-Sponge Iron-Pig Iron,SATHAISPAT
Ravileela Granites Ltd.,Ceramics-Marble-Granite-Sanitaryware,526095
Uniroyal Marine Exports Ltd.,Consumer Food,526113
Manor Estates &amp; Industries Ltd.,Miscellaneous,526115
Shervani Industrial Syndicate Ltd.,Construction - Real Estate,526117
Arihant Tournesol Ltd.,Solvent  Extraction,526125
Supertex Industries Ltd.,Textile - Manmade  Fibres,526133
Shetron Ltd.,Engineering - Industrial Equipments,SHETRON
Transgene Biotek Ltd.,Hospital &amp; Healthcare Services,526139
MPL Plastics Ltd.,Plastic Products,MILTONPLAS
Nikhil Adhesives Ltd.,Chemicals,526159
Spenta International Ltd.,Textile,526161
Multibase India Ltd.,Petrochemicals,526169
Andrew Yule &amp; Company Ltd.,Tea-Coffee,ANDREWYU
Ludlow Jute &amp; Specialities Ltd.,Textile - Weaving,526179
Ashram Online.Com Ltd.,Hotel,TATIASKYLN
Royal Cushion Vinyl Products Ltd.,Plastic Products,ROYALCUSHN
Neogem India Ltd.,Diamond  &amp;  Jewellery,526195
Suraj Industries Ltd.,Consumer Food,526211
Hitech Corporation Ltd.,Plastic Products,HITECHCORP
Bloom Dekor Ltd.,Wood &amp; Wood Products,526225
Filatex India Ltd.,Textile - Spinning,FILATEX
Standard Surfactants Ltd.,Detergents &amp; Soaps,526231
Mercator Ltd.,Shipping,MERCATOR
Morgan Ventures Ltd.,Finance - NBFC,526237
Amrapali Industries Ltd.,Trading,526241
Premier Explosives Ltd.,Chemicals,PREMEXPLN
Mid East Portfolio Management Ltd.,Finance - Investment,526251
Mold-Tek Technologies Ltd.,Engineering,MOLDTECH
Crestchem Ltd.,Chemicals,526269
Mphasis Ltd.,IT - Software,MPHASIS
Medinova Diagnostic Services Ltd.,Hospital &amp; Healthcare Services,526301
Divyashakti Granites Ltd.,Ceramics-Marble-Granite-Sanitaryware,526315
Orient Press Ltd.,Plastic Products,ORIENTLTD
Shreyas Intermediates Ltd.,Dyes &amp; Pigments,526335
Panjon Ltd.,Pharmaceuticals &amp; Drugs,526345
Duropack Ltd.,Plastic Products,526355
Swarnsarita Jewels India Ltd.,Diamond  &amp;  Jewellery,526365
Ganesh Housing Corporation Ltd.,Construction - Real Estate,GANESHHOUC
NMDC Ltd.,Mining &amp; Minerals,NMDC
Cindrella Hotels Ltd.,Hotel,526373
Patel Integrated Logistics Ltd.,Logistics,PATINTLOG
Alphageo (India) Ltd.,Engineering,ALPHAGEO
Ritesh Properties &amp; Industries Ltd.,Construction - Real Estate,526407
Kkalpana lndustries (India) Ltd.,Plastic Products,526409
OK Play India Ltd.,Plastic Products,526415
Kriti Industries (India) Ltd.,Plastic Products,KRITI
Welterman International Ltd.,Leather,526431
ASM Technologies Ltd.,IT - Software,526433
Perfectpac Ltd.,Paper &amp; Paper Products,526435
Vision Cinemas Ltd.,Film Production,526441
Datasoft Application Software (India) Ltd.,IT - Software,526443
Indrayani Biotech Ltd.,Floriculture,526445
Euro Leder Fashion Ltd.,Leather,526468
Winsome Breweries Ltd.,Breweries &amp; Distilleries,526471
Elegant Floriculture &amp; Agrotech (India) Ltd.,Trading,526473
South Asian Enterprises Ltd.,Trading,526477
Sky Industries Ltd.,Textile,526479
Phoenix International Ltd.,Leather,PHOENXINTL
Pratik Panels Ltd.,Wood &amp; Wood Products,526490
Rishiroop Ltd.,Trading,526492
Promact Impex Ltd.,Plastic Products,526494
Sterling Green Woods Ltd.,Construction - Real Estate,526500
Dolphin Medical Services Ltd.,Hospital &amp; Healthcare Services,526504
Systematix Corporate Services Ltd.,Finance - Investment,526506
Shahi Shipping Ltd.,Shipping,526508
Alpine Housing Development Corporation Ltd.,Construction - Real Estate,ALPINEHOU
Sanghi Industries Ltd.,Cement &amp; Construction Materials,SANGHIIND
Worldwide Aluminium Ltd.,Trading,526525
Square Four Projects India Ltd.,Miscellaneous,526532
Maximaa Systems Ltd.,Steel &amp; Iron Products,526538
Scanpoint Geomatics Ltd.,Photographic Products,526544
Choksi Laboratories Ltd.,Hospital &amp; Healthcare Services,526546
Country Club Hospitality &amp; Holidays Ltd.,Hotel,CCHHL
Salguti Industries Ltd.,Textile,526554
Longview Tea Company Ltd.,Trading,526568
Midwest Gold Ltd.,Ceramics-Marble-Granite-Sanitaryware,526570
Enterprise International Ltd.,Textile,526574
TechIndia Nirman Ltd.,Engineering - Construction,TECHIN
TPL Plastech Ltd.,Plastic Products,TPLPLASTEH
Wim Plast Ltd.,Plastic Products,WIMPLAST
Photoquip (India) Ltd.,Photographic Products,526588
Liberty Shoes Ltd.,Footwear,LIBERTSHOE
Lippi Systems Ltd.,Engineering,526604
Electrotherm (India) Ltd.,Steel &amp; Iron Products,ELECTHERM
Blue Dart Express Ltd.,Courier  Services,BLUEDART
Expo Gas Containers Ltd.,Engineering - Construction,526614
National Plastic Industries Ltd.,Plastic Products,526616
MFL India Ltd.,Logistics,526622
Ajwa Fun World &amp; Resort Ltd.,Hotel,526628
Texel Industries Ltd.,Textile,526638
Royale Manor Hotels &amp; Industries Ltd.,Hotel,526640
Mirza International Ltd.,Footwear,MIRZAINT
Tourism Finance Corporation Of India Ltd.,Finance Term Lending,TFCILTD
Thakkers Developers Ltd.,Construction - Real Estate,526654
Rajdarshan Industries Ltd.,Mining &amp; Minerals,ARENTERP
Bhartiya International Ltd.,Leather,BIL
Kamat Hotels (India) Ltd.,Hotel,KAMATHOTEL
DSJ Keep Learning Ltd.,Printing And Publishing,DALALSTCOM
Hotel Rugby Ltd.,Hotel,HOTELRUGBY
Polo Hotels Ltd.,Hotel,526687
Ecoplast Ltd.,Plastic Products,526703
Elegant Marbles &amp; Grani Industries Ltd.,Ceramics-Marble-Granite-Sanitaryware,526705
Alchemist Ltd.,Pharmaceuticals &amp; Drugs,ALCHEM
Adarsh Plant Protect Ltd.,Engineering - Industrial Equipments,526711
Antarctica Ltd.,Printing And Publishing,ANTGRAPHIC
HCP Plastene Bulkpack Ltd.,Plastic Products,526717
Nicco Parks &amp; Resorts Ltd.,Amusement Parks-Recreation-Club,526721
NTC Industries Ltd.,Cigarettes-Tobacco,526723
The Sandesh Ltd.,Printing And Publishing,SANDESH
Garnet Construction Ltd.,Construction - Real Estate,526727
Goldiam International Ltd.,Diamond  &amp;  Jewellery,GOLDIAM
Bright Brothers Ltd.,Plastic Products,BRIGHTBROS
Corporate Courier &amp; Cargo Ltd.,Courier  Services,526737
Narmada Gelatines Ltd.,Chemicals,SHAWGELTIN
PG Foils Ltd.,Aluminium &amp; Aluminium Products,526747
Gratex Industries Ltd.,Paper &amp; Paper Products,526751
Velan Hotels Ltd.,Hotel,526755
Howard Hotels Ltd.,Hotel,526761
Valiant Communications Ltd.,Telecommunication - Equipment,526775
Dr Agarwals Eye Hospital Ltd.,Hospital &amp; Healthcare Services,526783
Mahasagar Travels Ltd.,Travel Services,526795
Greenply Industries Ltd.,Wood &amp; Wood Products,GREENPLY
Union Quality Plastics Ltd.,Plastic Products,526799
Seamec Ltd.,Shipping,SEAMECLTD
Raghunath International Ltd.,Construction - Real Estate,526813
Cheviot Company Ltd.,Textile,526817
Dai-Ichi Karkaria Ltd.,Chemicals,DAICHIKARK
Rajeswari Infrastructure Ltd.,Construction - Real Estate,526823
Spice Islands Apparels Ltd.,Textile,526827
Confidence Petroleum India Ltd.,Industrial  Gases &amp; Fuels,CONFIPET
Shelter Infra Projects Ltd.,Engineering - Construction,526839
Ashirwad Steels &amp; Industries Ltd.,Steel-Sponge Iron-Pig Iron,526847
Banaras Beads Ltd.,Glass,BANARBEADS
Arex Industries Ltd.,Textile,526851
Bilcare Ltd.,Plastic Products,526853
ISF Ltd.,Finance - NBFC,526859
Rishi Laser Ltd.,Engineering - Industrial Equipments,526861
Jainco Projects (India) Ltd.,Construction - Real Estate,526865
Kumbhat Financial Services Ltd.,Finance - NBFC,526869
Intec Capital Ltd.,Finance - NBFC,526871
Rajasthan Gases Ltd.,Industrial  Gases &amp; Fuels,526873
63 Moons Technologies Ltd.,IT - Software,63MOONS
Sarla Performance Fibers Ltd.,Textile - Manmade  Fibres,SARLAPOLY
Indo Credit Capital Ltd.,Finance - NBFC,526887
Market Creators Ltd.,Finance - Investment,526891
Himalaya Food lnternational Ltd.,Agriculture,526899
Sonal Adhesives Ltd.,Plastic Products,526901
Padmanabh Industries Ltd.,Trading,526905
21st Century Management Services Ltd.,Finance - Investment,21STCENMGM
Hariyana Ship Breakers Ltd.,Shipping,526931
Arunis Abode Ltd.,Finance - Investment,526935
Tyroon Tea Company Ltd.,Tea-Coffee,526945
La Opala RG Ltd.,Glass,LAOPALA
Stylam Industries Ltd.,Laminates-Decoratives,STYLAMIND
Venus Remedies Ltd.,Pharmaceuticals &amp; Drugs,VENUSREM
Trans Financial Resources Ltd.,Finance - Investment,526961
Gujarat Craft Industries Ltd.,Plastic Products,526965
Heera Ispat Ltd.,Steel &amp; Iron Products,526967
Dhoot Industrial Finance Ltd.,Trading,526971
Crimson Metal Engineering Company Ltd.,Steel &amp; Iron Products,526977
Shri Bajrang Alliance Ltd.,Engineering - Industrial Equipments,526981
Ashoka Refineries Ltd.,Solvent  Extraction,526983
Urja Global Ltd.,Power Generation-Distribution,URJA
Ashapura Minechem Ltd.,Mining &amp; Minerals,ASHAPURMIN
Shree Pacetronix Ltd.,Medical Equipment-Supplies-Accessories,527005
Gujarat Alkalies And Chemicals Ltd.,Chemicals,GUJALKALI
The India Cements Ltd.,Cement &amp; Construction Materials,INDIACEM
JK Tyre &amp; Industries Ltd.,Tyres &amp; Allied,JKTYRE
Mangalore Chemicals &amp; Fertilizers Ltd.,Fertilizers,MANGCHEFER
Standard Industries Ltd.,Miscellaneous,SIL
Jubilant Pharmova Ltd.,Pharmaceuticals &amp; Drugs,JUBLPHARMA
The Investment Trust of India Ltd.,Finance - NBFC,THEINVEST
Samyak International Ltd.,Finance - Investment,530025
Aadi Industries Ltd.,Plastic Products,530027
Santosh Fine-Fab Ltd.,Textile - Weaving,530035
Sree Jayalakshmi Autospin Ltd.,Textile - Spinning,530037
Acknit Industries Ltd.,Textile,530043
Titan Securities Ltd.,Finance - Investment,530045
Mohota Industries Ltd.,Textile,MOHOTAIND
Real Eco-Energy Ltd.,Construction - Real Estate,530053
